"","X","p.agree","efficacy","conditional","idx"
"1",1,0.99616,0.01436,0.789010989010989,100
"2",1,0.99836,0.01384,0.89405684754522,101
"3",1,0.997,0.01512,0.834437086092715,102
"4",1,0.9982,0.01416,0.887218045112782,103
"5",1,0.99696,0.01592,0.839662447257384,104
"6",1,0.99812,0.01316,0.875,105
"7",1,0.99704,0.01492,0.834451901565996,106
"8",1,0.9982,0.0148,0.891566265060241,107
"9",1,0.99796,0.015,0.880281690140845,108
"10",1,0.9956,0.01296,0.746543778801843,109
"11",1,0.85356,0.33996,0.698930921052632,10
"12",1,0.99748,0.01344,0.842105263157895,110
"13",1,0.99568,0.01428,0.767741935483871,111
"14",1,0.99836,0.01368,0.892950391644909,112
"15",1,0.99688,0.01492,0.827050997782705,113
"16",1,0.99828,0.01252,0.879213483146067,114
"17",1,0.99704,0.01392,0.824644549763033,115
"18",1,0.99864,0.01276,0.903682719546742,116
"19",1,0.997,0.0146,0.829545454545455,117
"20",1,0.9986,0.0122,0.897058823529412,118
"21",1,0.99768,0.01376,0.855721393034826,119
"22",1,0.837,0.39752,0.709198601298794,11
