"","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps"
"257",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"258",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"259",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"260",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"261",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"262",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"263",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"264",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"265",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"266",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"267",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"268",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"269",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"270",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"271",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"272",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"273",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"274",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"275",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"276",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"277",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"278",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"279",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"280",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"281",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"282",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"283",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"284",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"285",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"286",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"287",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"288",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"289",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"290",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"291",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"292",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"293",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"294",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"295",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"296",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"297",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"298",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"299",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"300",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"301",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"302",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"303",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"304",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"305",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"306",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"307",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"308",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"309",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"310",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"311",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"312",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"313",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"314",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"315",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"316",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"317",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"318",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"319",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"320",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"321",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"322",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"323",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"324",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"325",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"326",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"327",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"328",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"329",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"330",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"331",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"332",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"333",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"334",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"335",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"336",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"337",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"338",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"339",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"340",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"341",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"342",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"343",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"344",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"345",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"346",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"347",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"348",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"349",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"350",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"351",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"352",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"353",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"354",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"355",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"356",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"357",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"358",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"359",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"360",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"361",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"362",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"363",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"364",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"365",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"366",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"367",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"368",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"369",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"370",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"371",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"372",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"373",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"374",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"375",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"376",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"377",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"378",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"379",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"380",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"381",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"382",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"383",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"384",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"385",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"386",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"387",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"388",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
