"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V20","X19","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.5","0.5","0.496007747743771","0.496007747743771","0.0895387171978838","0.0895387171978838","0","0","0.586824569013457"
"V21","X20","1","1","0","0","100","100","0.655172413793103","0.655172413793103","0.428571428571429","0.428571428571429","0.470111212904845","0.470111212904845","0.140330143009597","0.140330143009597","0","0","0.497475328379156"
"V22","X21","0","0","0","0","100","100","0.620689655172414","0.620689655172414","0.428571428571429","0.428571428571429","0.459793051134159","0.459793051134159","0.125064588270073","0.125064588270073","0","0","0.407268905678668"
"V23","X22","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.452380952380952","0.452380952380952","0.463952851714072","0.463952851714072","0.0997689905786468","0.0997689905786468","0","0","0.44811315368222"
"V24","X23","1","1","0","0","100","100","0.706896551724138","0.706896551724138","0.5","0.5","0.525446683875931","0.525446683875931","0.138934953297069","0.138934953297069","0","0","0.562565915587017"
"V25","X24","1","1","0","0","100","100","0.586206896551724","0.586206896551724","0.357142857142857","0.357142857142857","0.409357402008136","0.409357402008136","0.135168013038245","0.135168013038245","0","0","0.442038343635262"
"V26","X25","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.380952380952381","0.380952380952381","0.418130656270412","0.418130656270412","0.118851627522114","0.118851627522114","0","0","0.365401036648643"
"V27","idx","135","135","135","135","135","135","135","135","135","135","135","135","135","135","135","135","135"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.5","0.5","0.433380995333348","0.433380995333348","-0.0109486383307446","-0.0109486383307446","1","1","1"
"V3","X2","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.404761904761905","0.404761904761905","0.387650406530478","0.387650406530478","0.0263712745701945","0.0263712745701945","1","1","1"
"V4","X3","0","0","0","0","100","100","0.362068965517241","0.362068965517241","0.380952380952381","0.380952380952381","0.364858521087651","0.364858521087651","0.0192684124473933","0.0192684124473933","1","1","1"
"V5","X4","0","0","0","0","100","100","0.362068965517241","0.362068965517241","0.452380952380952","0.452380952380952","0.403113197743709","0.403113197743709","-0.00357398321646112","-0.00357398321646112","1","1","1"
"V6","X5","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.476190476190476","0.476190476190476","0.426244797446328","0.426244797446328","0.00302212832938113","0.00302212832938113","1","1","1"
"V7","X6","0","0","0","0","100","100","0.5","0.5","0.428571428571429","0.428571428571429","0.428257246283286","0.428257246283286","0.0665053624690217","0.0665053624690217","1","1","0.827572455211835"
"V8","X7","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.214285714285714","0.214285714285714","0.279178666949651","0.279178666949651","0.122651931872844","0.122651931872844","1","1","0.591953598556988"
"V9","X8","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.285714285714286","0.285714285714286","0.317443004856419","0.317443004856419","0.0736759202330267","0.0736759202330267","1","1","0.739785266196511"
"V10","X9","0","0","0","0","100","100","0.327586206896552","0.327586206896552","0.380952380952381","0.380952380952381","0.354759746073868","0.354759746073868","0.00437312699402042","0.00437312699402042","1","1","1"
"V11","X10","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.333333333333333","0.333333333333333","0.346662537745053","0.346662537745053","0.0533972028065151","0.0533972028065151","1","1","1"
"V12","X11","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.5","0.5","0.473736564412966","0.473736564412966","0.0472547163753328","0.0472547163753328","1","1","1"
"V13","X12","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.5","0.5","0.438806408390843","0.438806408390843","-0.00421571729170104","-0.00421571729170104","1","1","1"
"V14","X13","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.380952380952381","0.380952380952381","0.387600435775302","0.387600435775302","0.0598425559990182","0.0598425559990182","1","1","0.94028812356504"
"V15","X14","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.380952380952381","0.380952380952381","0.396094867160637","0.396094867160637","0.0770241174512977","0.0770241174512977","1","1","0.65540923649569"
"V16","X15","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.357142857142857","0.357142857142857","0.365059332796972","0.365059332796972","0.0523180871222666","0.0523180871222666","1","1","1"
"V17","X16","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.333333333333333","0.333333333333333","0.333286945147212","0.333286945147212","0.0284268762585056","0.0284268762585056","1","1","1"
"V18","X17","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.428571428571429","0.428571428571429","0.400734173897156","0.400734173897156","0.0182420045605251","0.0182420045605251","1","1","1"
"V19","X18","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.30952380952381","0.30952380952381","0.319413653906789","0.319413653906789","0.0375691194207435","0.0375691194207435","1","1","1"
"V20","X19","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.452380952380952","0.452380952380952","0.397762886690914","0.397762886690914","-0.0104710069817714","-0.0104710069817714","1","1","1"
"V21","X20","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.214285714285714","0.214285714285714","0.279178666949651","0.279178666949651","0.122651931872844","0.122651931872844","1","1","0.591953598556988"
"V22","X21","0","0","0","0","100","100","0.362068965517241","0.362068965517241","0.428571428571429","0.428571428571429","0.390573252031521","0.390573252031521","0.00372704166893139","0.00372704166893139","1","1","1"
"V23","X22","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.380952380952381","0.380952380952381","0.378867202714696","0.378867202714696","0.0430542001449273","0.0430542001449273","1","1","1"
"V24","X23","0","0","0","0","100","100","0.275862068965517","0.275862068965517","0.285714285714286","0.285714285714286","0.286685226816333","0.286685226816333","0.0139950442892511","0.0139950442892511","1","1","1"
"V25","X24","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.333333333333333","0.333333333333333","0.380954456817582","0.380954456817582","0.121041984873995","0.121041984873995","1","1","0.383621781398767"
"V26","X25","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.380952380952381","0.380952380952381","0.404621702411104","0.404621702411104","0.0941532408770571","0.0941532408770571","1","1","0.447187861730653"
"V27","idx","136","136","136","136","136","136","136","136","136","136","136","136","136","136","136","136","136"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.404761904761905","0.404761904761905","0.392384570824618","0.392384570824618","0.034210856468623","0.034210856468623","1","1","1"
"V3","X2","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.285714285714286","0.285714285714286","0.329762186001167","0.329762186001167","0.0996915040289454","0.0996915040289454","1","1","0.487331677020844"
"V4","X3","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.333333333333333","0.333333333333333","0.355055700981197","0.355055700981197","0.0706865808924788","0.0706865808924788","1","1","0.757700928908606"
"V5","X4","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.452380952380952","0.452380952380952","0.4186646230986","0.4186646230986","0.0177392665541714","0.0177392665541714","1","1","1"
"V6","X5","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.333333333333333","0.333333333333333","0.367575374138607","0.367575374138607","0.0965600601989017","0.0965600601989017","1","1","0.450248032871332"
"V7","X6","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.380952380952381","0.380952380952381","0.387600435775302","0.387600435775302","0.0598425559990182","0.0598425559990182","1","1","0.94028812356504"
"V8","X7","0","0","0","0","100","100","0.310344827586207","0.310344827586207","0.380952380952381","0.380952380952381","0.349522657088668","0.349522657088668","-0.00287402384371411","-0.00287402384371411","0","0","1"
"V9","X8","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.476190476190476","0.476190476190476","0.446350258608684","0.446350258608684","0.032196291297269","0.032196291297269","1","1","1"
"V10","X9","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.238095238095238","0.238095238095238","0.286607200804385","0.286607200804385","0.0953218518788294","0.0953218518788294","0","0","0.585795847212077"
"V11","X10","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.285714285714286","0.285714285714286","0.338443431426079","0.338443431426079","0.116102364493151","0.116102364493151","1","1","0.448160301892269"
"V12","X11","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.380952380952381","0.380952380952381","0.404621702411104","0.404621702411104","0.0941532408770571","0.0941532408770571","1","1","0.447187861730653"
"V13","X12","1","1","0","0","100","100","0.603448275862069","0.603448275862069","0.404761904761905","0.404761904761905","0.441388880188865","0.441388880188865","0.125828695206845","0.125828695206845","1","1","0.393023642007853"
"V14","X13","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.476190476190476","0.476190476190476","0.420930852498584","0.420930852498584","-0.00386604437100801","-0.00386604437100801","1","1","1"
"V15","X14","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.428571428571429","0.428571428571429","0.445669174941245","0.445669174941245","0.100638875176018","0.100638875176018","1","1","0.418375601468349"
"V16","X15","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.547619047619048","0.547619047619048","0.47466072659413","0.47466072659413","-0.00516293584856249","-0.00516293584856249","1","1","1"
"V17","X16","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.428571428571429","0.428571428571429","0.40561474255661","0.40561474255661","0.0257826282770258","0.0257826282770258","1","1","1"
"V18","X17","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.476190476190476","0.476190476190476","0.460131603915542","0.460131603915542","0.0563314161844472","0.0563314161844472","1","1","1"
"V19","X18","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.333333333333333","0.333333333333333","0.380954456817582","0.380954456817582","0.121041984873995","0.121041984873995","1","1","0.383621781398767"
"V20","X19","1","1","0","0","90","93","0.642857142857143","0.642857142857143","0.294117647058824","0.297297297297297","0.402845729373452","0.399922254329756","0.170181412326046","0.17181681682729","1","1","0.849287538120037"
"V21","X20","0","0","0","0","100","100","0.5","0.5","0.428571428571429","0.428571428571429","0.428257246283286","0.428257246283286","0.0665053624690217","0.0665053624690217","1","1","0.827572455211835"
"V22","X21","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.428571428571429","0.428571428571429","0.385344185091316","0.385344185091316","-0.0033263473413707","-0.0033263473413707","0","0","1"
"V23","X22","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.452380952380952","0.452380952380952","0.423580702426767","0.423580702426767","0.0251984643566754","0.0251984643566754","1","1","1"
"V24","X23","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.452380952380952","0.452380952380952","0.4186646230986","0.4186646230986","0.0177392665541714","0.0177392665541714","1","1","1"
"V25","X24","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.357142857142857","0.357142857142857","0.360685559886178","0.360685559886178","0.0439233098244317","0.0439233098244317","1","1","1"
"V26","X25","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.428571428571429","0.428571428571429","0.4239347823565","0.4239347823565","0.0580271691946168","0.0580271691946168","1","1","0.980352937231569"
"V27","idx","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.333333333333333","0.333333333333333","0.376354579822035","0.376354579822035","0.11309872053285","0.11309872053285","0","0","0.372338470099733"
"V3","X2","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.5","0.5","0.444122983246226","0.444122983246226","0.00259144189315062","0.00259144189315062","0","0","1"
"V4","X3","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.30952380952381","0.30952380952381","0.344599597085219","0.344599597085219","0.0894795355102118","0.0894795355102118","0","0","0.522946895994513"
"V5","X4","1","1","0","0","100","100","0.517241379310345","0.517241379310345","0.261904761904762","0.261904761904762","0.333259161396146","0.333259161396146","0.140477445612925","0.140477445612925","0","0","0.595038030041359"
"V6","X5","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.476190476190476","0.476190476190476","0.45106342732591","0.45106342732591","0.0400314028044368","0.0400314028044368","0","0","1"
"V7","X6","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.476190476190476","0.476190476190476","0.436557544915453","0.436557544915453","0.0172109972259241","0.0172109972259241","0","0","1"
"V8","X7","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.380952380952381","0.380952380952381","0.408995383280416","0.408995383280416","0.102561099470074","0.102561099470074","1","1","0.378862596379302"
"V9","X8","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.30952380952381","0.30952380952381","0.348790596025463","0.348790596025463","0.0980097697000579","0.0980097697000579","0","0","0.462575353925858"
"V10","X9","0","0","0","0","100","100","0.620689655172414","0.620689655172414","0.5","0.5","0.500529101480121","0.500529101480121","0.0981072917819819","0.0981072917819819","1","1","0.532588662646238"
"V11","X10","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.428571428571429","0.428571428571429","0.4239347823565","0.4239347823565","0.0580271691946168","0.0580271691946168","0","0","0.980352937231569"
"V12","X11","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.404761904761905","0.404761904761905","0.401457737142749","0.401457737142749","0.0505050465004435","0.0505050465004435","0","0","1"
"V13","X12","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.214285714285714","0.214285714285714","0.270628647299305","0.270628647299305","0.1064527555124","0.1064527555124","0","0","0.592006913447373"
"V14","X13","1","1","0","0","90","93","0.568627450980392","0.566037735849057","0.307692307692308","0.325","0.3768791488253","0.385619625741482","0.140499423238928","0.135025476856217","0","0","0.485558366836963"
"V15","X14","1","1","0","0","90","93","0.581818181818182","0.589285714285714","0.314285714285714","0.297297297297297","0.390036778497337","0.381245579971021","0.142500913334679","0.152500158629012","1","1","0.676607666215771"
"V16","X15","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.404761904761905","0.404761904761905","0.405815116459403","0.405815116459403","0.0589071804062033","0.0589071804062033","0","0","0.966392859358124"
"V17","X16","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.428571428571429","0.428571428571429","0.419518729943092","0.419518729943092","0.0496818833340557","0.0496818833340557","0","0","1"
"V18","X17","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.428571428571429","0.428571428571429","0.4239347823565","0.4239347823565","0.0580271691946168","0.0580271691946168","0","0","0.980352937231569"
"V19","X18","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.30952380952381","0.30952380952381","0.362097917129716","0.362097917129716","0.12238617951205","0.12238617951205","0","0","0.42488780505579"
"V20","X19","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.404761904761905","0.404761904761905","0.410104931692044","0.410104931692044","0.0674254635642452","0.0674254635642452","0","0","0.811671150193263"
"V21","X20","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.380952380952381","0.380952380952381","0.391861568391514","0.391861568391514","0.0684110265464543","0.0684110265464543","0","0","0.794031584810179"
"V22","X21","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.333333333333333","0.333333333333333","0.367575374138607","0.367575374138607","0.0965600601989017","0.0965600601989017","0","0","0.450248032871332"
"V23","X22","0","0","0","0","100","100","0.5","0.5","0.404761904761905","0.404761904761905","0.414369046525657","0.414369046525657","0.0760069814952429","0.0760069814952429","0","0","0.671983732067986"
"V24","X23","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.452380952380952","0.452380952380952","0.423580702426767","0.423580702426767","0.0251984643566754","0.0251984643566754","0","0","1"
"V25","X24","0","0","0","0","100","100","0.5","0.5","0.404761904761905","0.404761904761905","0.414369046525657","0.414369046525657","0.0760069814952429","0.0760069814952429","0","0","0.671983732067986"
"V26","X25","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.476190476190476","0.476190476190476","0.473318019784807","0.473318019784807","0.0818297843499187","0.0818297843499187","1","1","0.642315845000389"
"V27","idx","138","138","138","138","138","138","138","138","138","138","138","138","138","138","138","138","138"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","1","1","0","0","90","93","0.634615384615385","0.641509433962264","0.394736842105263","0.4","0.44640006939647","0.450241262455585","0.138765497667591","0.141219299333586","0","0","0.510281293422578"
"V3","X2","1","1","0","0","100","100","0.603448275862069","0.603448275862069","0.380952380952381","0.380952380952381","0.427929961834679","0.427929961834679","0.134273462742496","0.134273462742496","0","0","0.437265246154995"
"V4","X3","1","1","0","0","100","100","0.568965517241379","0.568965517241379","0.333333333333333","0.333333333333333","0.390658221688126","0.390658221688126","0.136201739116946","0.136201739116946","0","0","0.467867500499443"
"V5","X4","1","1","0","0","80","83","0.653061224489796","0.647058823529412","0.354838709677419","0.34375","0.438073052547456","0.429984018431471","0.151800673915086","0.154325214922963","0","0","0.69850493030552"
"V6","X5","1","1","0","0","100","100","0.655172413793103","0.655172413793103","0.452380952380952","0.452380952380952","0.483258574260113","0.483258574260113","0.132187417003007","0.132187417003007","0","0","0.459578905681202"
"V7","X6","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.404761904761905","0.404761904761905","0.422958300506939","0.422958300506939","0.0931315699622099","0.0931315699622099","0","0","0.463632954926324"
"V8","X7","1","1","0","0","90","93","0.584905660377358","0.6","0.324324324324324","0.342105263157895","0.393757769856105","0.407791402984839","0.141079016243272","0.142749422819787","0","0","0.542921856135749"
"V9","X8","1","1","0","0","100","100","0.655172413793103","0.655172413793103","0.452380952380952","0.452380952380952","0.483258574260113","0.483258574260113","0.132187417003007","0.132187417003007","0","0","0.459578905681202"
"V10","X9","1","1","0","0","100","100","0.620689655172414","0.620689655172414","0.404761904761905","0.404761904761905","0.446416778515625","0.446416778515625","0.133491247127375","0.133491247127375","0","0","0.439808995914174"
"V11","X10","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.428571428571429","0.428571428571429","0.441231583239176","0.441231583239176","0.0921826777059605","0.0921826777059605","0","0","0.487886320430485"
"V12","X11","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.357142857142857","0.357142857142857","0.390529164842951","0.390529164842951","0.103673910839571","0.103673910839571","0","0","0.396576718311821"
"V13","X12","1","1","0","0","80","83","0.645833333333333","0.645833333333333","0.375","0.4","0.44390949364368","0.453886657296755","0.143915025559894","0.138440684525804","0","0","0.51823344375324"
"V14","X13","1","1","0","0","80","83","0.688888888888889","0.688888888888889","0.342857142857143","0.342105263157895","0.437326209794097","0.432926843521749","0.167981544719018","0.170185170305421","0","0","0.837294722739393"
"V15","X14","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.5","0.5","0.487146570400122","0.487146570400122","0.0723472158100876","0.0723472158100876","0","0","0.784573020080364"
"V16","X15","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.428571428571429","0.428571428571429","0.445669174941245","0.445669174941245","0.100638875176018","0.100638875176018","0","0","0.418375601468349"
"V17","X16","1","1","0","0","90","93","0.622641509433962","0.611111111111111","0.378378378378378","0.384615384615385","0.434893912232244","0.433436404679747","0.138984850777495","0.133582170533895","0","0","0.45535764509374"
"V18","X17","1","1","0","0","90","93","0.607843137254902","0.584905660377358","0.256410256410256","0.25","0.359925818352728","0.348031718530569","0.170713223269877","0.166594021951897","0","0","0.838017616674461"
"V19","X18","1","1","0","0","100","100","0.620689655172414","0.620689655172414","0.357142857142857","0.357142857142857","0.4198544787449","0.4198544787449","0.149539128049025","0.149539128049025","0","0","0.583134848746262"
"V20","X19","1","1","0","0","90","93","0.62962962962963","0.625","0.333333333333333","0.351351351351351","0.414684635885347","0.422151854298926","0.15514062781841","0.149483303574736","0","0","0.609846370629742"
"V21","X20","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.547619047619048","0.547619047619048","0.490543071308128","0.490543071308128","0.0152726267789788","0.0152726267789788","0","0","1"
"V22","X21","1","0","0","0","90","93","0.584905660377358","0.592592592592593","0.351351351351351","0.384615384615385","0.408568528002915","0.427950126232133","0.132316624616561","0.125685908347106","0","0","0.395356811432084"
"V23","X22","1","1","0","0","90","93","0.584905660377358","0.592592592592593","0.297297297297297","0.282051282051282","0.378870394809752","0.370718507468573","0.149620737254767","0.159077428414285","0","0","0.752930992858857"
"V24","X23","1","1","0","0","80","83","0.666666666666667","0.64","0.3125","0.303030303030303","0.420188714153637","0.405081350315429","0.167663780502947","0.163100799099201","0","0","0.796179506572123"
"V25","X24","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.5","0.5","0.496007747743771","0.496007747743771","0.0895387171978838","0.0895387171978838","0","0","0.586824569013457"
"V26","X25","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.404761904761905","0.404761904761905","0.431884813530669","0.431884813530669","0.109842627790326","0.109842627790326","0","0","0.369138090271335"
"V27","idx","139","139","139","139","139","139","139","139","139","139","139","139","139","139","139","139","139"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.5","0.5","0.452380952380952","0.452380952380952","0.442045044488415","0.442045044488415","0.057180147617778","0.057180147617778","1","1","0.984415496831027"
"V3","X2","0","0","0","0","100","100","0.5","0.5","0.428571428571429","0.428571428571429","0.428257246283286","0.428257246283286","0.0665053624690217","0.0665053624690217","0","0","0.827572455211835"
"V4","X3","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.404761904761905","0.404761904761905","0.387650406530478","0.387650406530478","0.0263712745701945","0.0263712745701945","0","0","1"
"V5","X4","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.285714285714286","0.285714285714286","0.321492579443763","0.321492579443763","0.0824623212564753","0.0824623212564753","0","0","0.631132401315968"
"V6","X5","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.428571428571429","0.428571428571429","0.450213654071676","0.450213654071676","0.108960222267508","0.108960222267508","1","1","0.385189812783463"
"V7","X6","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.404761904761905","0.404761904761905","0.422958300506939","0.422958300506939","0.0931315699622099","0.0931315699622099","1","1","0.463632954926324"
"V8","X7","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.452380952380952","0.452380952380952","0.468534192445842","0.468534192445842","0.108137069101743","0.108137069101743","1","1","0.407389991682721"
"V9","X8","1","1","0","0","90","93","0.584905660377358","0.574074074074074","0.324324324324324","0.307692307692308","0.393757769856105","0.37933422385848","0.141079016243272","0.14387998387884","1","0","0.577975393548609"
"V10","X9","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.285714285714286","0.285714285714286","0.325593827999121","0.325593827999121","0.0911539494364927","0.0911539494364927","0","0","0.545835335735791"
"V11","X10","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.476190476190476","0.476190476190476","0.473318019784807","0.473318019784807","0.0818297843499187","0.0818297843499187","1","1","0.642315845000389"
"V12","X11","1","1","0","0","90","93","0.642857142857143","0.637931034482759","0.323529411764706","0.314285714285714","0.417659903319815","0.410561636347881","0.162116800978942","0.164559531521648","1","1","0.777323959973812"
"V13","X12","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.428571428571429","0.428571428571429","0.432568725029397","0.432568725029397","0.0750608724596596","0.0750608724596596","1","1","0.695532234436245"
"V14","X13","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.30952380952381","0.30952380952381","0.348790596025463","0.348790596025463","0.0980097697000579","0.0980097697000579","0","0","0.462575353925858"
"V15","X14","1","1","0","0","90","93","0.625","0.631578947368421","0.352941176470588","0.361111111111111","0.426128576696621","0.430773080960626","0.147075147973438","0.148841583012755","1","1","0.596882106361348"
"V16","X15","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.333333333333333","0.333333333333333","0.342340201225535","0.342340201225535","0.0449044165645714","0.0449044165645714","0","0","1"
"V17","X16","1","1","0","0","100","100","0.517241379310345","0.517241379310345","0.261904761904762","0.261904761904762","0.333259161396146","0.333259161396146","0.140477445612925","0.140477445612925","0","0","0.595038030041359"
"V18","X17","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.357142857142857","0.357142857142857","0.399613273874583","0.399613273874583","0.119873574483687","0.119873574483687","1","1","0.375303563515781"
"V19","X18","1","1","0","0","100","100","0.568965517241379","0.568965517241379","0.357142857142857","0.357142857142857","0.404391705902814","0.404391705902814","0.127639059906568","0.127639059906568","1","1","0.402821940115602"
"V20","X19","1","0","0","0","90","93","0.589285714285714","0.589285714285714","0.352941176470588","0.405405405405405","0.414138717760042","0.439888472647917","0.132936854813463","0.116880927814766","1","1","0.368813852948882"
"V21","X20","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.404761904761905","0.404761904761905","0.422958300506939","0.422958300506939","0.0931315699622099","0.0931315699622099","1","1","0.463632954926324"
"V22","X21","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.333333333333333","0.333333333333333","0.380954456817582","0.380954456817582","0.121041984873995","0.121041984873995","0","0","0.383621781398767"
"V23","X22","1","1","0","0","100","100","0.603448275862069","0.603448275862069","0.380952380952381","0.380952380952381","0.427929961834679","0.427929961834679","0.134273462742496","0.134273462742496","1","1","0.437265246154995"
"V24","X23","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.380952380952381","0.380952380952381","0.387600435775302","0.387600435775302","0.0598425559990182","0.0598425559990182","0","0","0.94028812356504"
"V25","X24","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.476190476190476","0.476190476190476","0.441520722667454","0.441520722667454","0.0245914672252924","0.0245914672252924","0","0","1"
"V26","X25","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.404761904761905","0.404761904761905","0.392384570824618","0.392384570824618","0.034210856468623","0.034210856468623","0","0","1"
"V27","idx","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.404761904761905","0.404761904761905","0.427361903415483","0.427361903415483","0.101562459873634","0.101562459873634","0","0","0.400602730511954"
"V3","X2","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.428571428571429","0.428571428571429","0.454923701362005","0.454923701362005","0.117112621381152","0.117112621381152","0","0","0.379853426379368"
