"","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f"
"52",52,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,11,28,0.0039585588001059,0.999698198348611,0.999973823859116,NA,2.61761408843623e-05,NA,1,52,11,28,0.0039585588001059,0.999698198348611,0.999973823859116,NA,2.61761408843623e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,12,27,0.00285007162918793,0.999768300180295,0.999988420365948,NA,1.15796340521507e-05,NA,1,52,12,27,0.00285007162918793,0.999768300180295,0.999988420365948,NA,1.15796340521507e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,13,26,0.00207679187518641,0.999821529076512,0.999995206453419,NA,4.79354658066293e-06,NA,1,52,13,26,0.00207679187518641,0.999821529076512,0.999995206453419,NA,4.79354658066293e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,14,25,0.00152918543845616,0.99986223262491,0.999998178556226,NA,1.82144377382107e-06,NA,1,52,14,25,0.00152918543845616,0.99986223262491,0.999998178556226,NA,1.82144377382107e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,15,24,0.00113618261536154,0.999893535899374,0.999999238309165,NA,7.616908344635e-07,NA,1,52,15,24,0.00113618261536154,0.999893535899374,0.999999238309165,NA,7.616908344635e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,16,23,0.000850710822517428,0.999917716084204,0.999999712703428,NA,2.87296571978282e-07,NA,1,52,16,23,0.000850710822517428,0.999917716084204,0.999999712703428,NA,2.87296571978282e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,17,22,0.000641089400006019,0.999936453698863,0.99999990395454,NA,9.6045459988801e-08,NA,1,52,17,22,0.000641089400006019,0.999936453698863,0.99999990395454,NA,9.6045459988801e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,18,21,0.000485719367896645,0.999951003297276,0.999999962789074,NA,3.72109257643191e-08,NA,1,52,18,21,0.000485719367896645,0.999951003297276,0.999999962789074,NA,3.72109257643191e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,19,20,0.000369461051893031,0.999962312485082,0.999999988321609,NA,1.16783908788183e-08,NA,1,52,19,20,0.000369461051893031,0.999962312485082,0.999999988321609,NA,1.16783908788183e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,20,19,0.000281922079935311,0.999971100369395,0.999999996497759,NA,3.50224150053715e-09,NA,1,52,20,19,0.000281922079935311,0.999971100369395,0.999999996497759,NA,3.50224150053715e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
