"","y1.PC","y0.PC","y1.IP","y0.IP","box.ni.final"
"430963",10,19,35,20,0.772641632163578
"430970",9,20,34,7,0.126082450077238
"430972",7,27,32,24,0.304228201570253
"430979",15,26,29,20,0.891989652499285
"430984",4,23,29,14,0.0556188213702151
"430993",6,24,30,10,0.0563971973989162
"430996",15,15,34,6,0.370837163789259
"431065",26,16,25,33,0.235065200133782
"431199",6,26,29,15,0.126705445057395
"431220",14,19,33,12,0.653194498080629
"431290",10,28,27,17,0.461125137299854
"431297",10,17,35,10,0.422637074603251
"431304",9,17,35,9,0.284492679065554
"431310",17,24,31,18,0.865147398072638
"431432",7,30,28,21,0.23493416540878
"431550",11,18,36,21,0.837645993405704
"431560",19,23,36,18,0.774629789158366
"431631",18,21,34,15,0.727673244359965
"431647",14,23,29,14,0.749707388867935
"431662",7,22,31,12,0.181881166013213
"431669",12,14,37,9,0.471765479487351
"431882",9,33,30,28,0.381448390333485
"431887",5,21,32,12,0.0771665606804217
"431974",6,30,29,23,0.186078734868882
"432004",3,25,28,16,0.0308034179730945
"432067",22,20,16,42,0.414834603484776
"432244",10,27,28,15,0.409854844198757
"432275",15,18,37,16,0.723234082377941
"432281",4,24,30,16,0.0611851334557828
"432286",6,22,33,9,0.0469397760005303
"432291",12,14,36,8,0.437081702016392
"432307",17,21,34,14,0.709299241359064
"432308",18,21,32,13,0.684916913885142
"432324",18,20,36,14,0.663964349820846
"432388",27,15,19,39,0.106554632506726
"432447",7,29,30,24,0.272771726928444
"432524",3,33,25,27,0.0664829464954074
"432571",8,22,34,18,0.400337573509797
"432612",9,20,32,11,0.329274195374213
"432640",19,23,38,18,0.766756946684122
"432657",7,21,32,12,0.19659618018006
"432664",15,23,31,17,0.830154531092039
"432786",10,31,29,24,0.480526473103001
"432854",4,31,27,24,0.0939896865846256
"432956",9,21,31,9,0.214897334031206
"432961",11,18,33,8,0.341756168649745
"432963",12,23,30,15,0.669618403163608
"432992",8,23,30,11,0.193745182142972
"433038",10,32,15,43,0.538817159230601
"433145",8,34,28,28,0.303947549021946
"433147",2,27,25,20,0.0286083952074583
"433190",3,25,30,12,0.00950029487107321
"433215",16,23,32,17,0.839954621940593
"433227",11,28,31,24,0.638944816029173
"433316",16,15,38,9,0.446581057907403
"433323",6,17,35,12,0.199954471652333
"433576",12,30,29,25,0.674424137231303
"433584",7,26,32,19,0.244175183922478
"433589",10,14,36,10,0.481780137679866
"433602",8,27,32,25,0.404614417140405
"433610",22,19,39,12,0.460639519032436
"433611",16,24,36,22,0.890744426820791
"433615",15,16,34,9,0.507571678814129
"433630",11,16,35,10,0.49271664764115
"433641",7,17,35,11,0.250726878873106
"433642",8,21,31,10,0.204354653241677
"433651",9,15,36,10,0.407943190910841
"433667",11,31,13,45,0.625730079937366
"433689",7,35,20,38,0.279966249561921
"433706",12,30,12,46,0.701867281328265
"433808",9,32,30,27,0.396376418204949
"433864",17,21,35,15,0.720973513658825
"433888",26,16,36,22,0.258025827327981
"433928",5,22,33,10,0.0318726035577011
"433948",6,23,33,8,0.0248193622111861
"433970",14,12,40,8,0.365153584191669
"433976",9,23,28,10,0.248749418396128
"433983",7,24,33,20,0.31980659745619
"433989",25,17,41,17,0.315633450934814
"434120",5,25,29,15,0.0897679179735359
"434200",18,23,35,18,0.807603037723172
"434234",17,18,40,17,0.66280572287864
"434277",21,16,44,11,0.3591043782866
"434398",6,29,28,19,0.156776431604743
"434522",8,22,34,20,0.474421623841524
"434524",18,21,39,18,0.739638749407538
"434560",26,16,33,25,0.257454839712472
"434592",9,24,30,13,0.319699024670966
"434606",9,16,38,15,0.568226492726055
"434613",2,24,27,17,0.021055921574984
"434632",6,21,33,14,0.161544609511688
"434639",9,26,28,13,0.279581136369408
"434641",11,26,27,14,0.507021317473716
"434863",4,26,28,12,0.0231791950724554
"434907",8,18,36,16,0.483081874484473
"434931",7,21,33,13,0.206516957535448
"434933",9,22,34,21,0.582358998004947
"434946",2,21,38,9,0.00120895675794439
"434956",5,19,33,13,0.128937152277155
"434961",15,20,30,11,0.669722719844611
"434963",3,20,32,15,0.0396457596201077
"434972",7,16,36,11,0.277739236957592
"434975",13,26,27,16,0.73288405402729
"435127",12,29,28,23,0.680176699795211
"435253",13,23,34,22,0.84905615735824
"435272",5,28,28,19,0.115697471631069
"435570",9,16,37,8,0.251609011735755
"435593",14,18,34,12,0.64498621349548
"435723",15,23,30,16,0.819868822274955
"435907",4,21,32,13,0.050253864053453
"435955",17,19,33,11,0.62038651371601
"435963",20,21,36,13,0.610912571390403
"435967",4,23,30,13,0.0419114953554397
"435976",7,29,31,27,0.307685601290046
"436015",25,17,16,42,0.164214691042187
"436141",7,28,31,22,0.266750109672202
"436181",6,18,34,12,0.181289532475274
"436224",8,26,29,15,0.264305086200887
"436249",4,27,27,18,0.0765705041380299
"436278",10,16,37,15,0.649481456755914
"436364",7,33,29,29,0.262462629968605
"436576",15,18,39,16,0.703578016630444
"436587",5,18,34,13,0.13547460550695
"436594",17,22,38,19,0.788290332922578
"436706",13,23,29,15,0.740544082185237
"436849",10,30,28,22,0.486922694256063
"436882",8,28,28,16,0.254422353277589
"436912",8,16,35,11,0.375673188474655
"436926",16,23,29,14,0.782414567125715
"436943",6,25,30,15,0.133376566323012
"436952",13,18,36,19,0.819862282116098
"437073",3,23,30,18,0.0506938512880735
"437094",8,33,28,25,0.295441493550795
"437163",7,20,34,15,0.308487195267215
"437236",17,18,35,12,0.589650952968586
"437558",14,23,28,13,0.739045211966672
"437567",13,17,34,10,0.537959170199602
"437583",17,19,40,16,0.670269115284366
"437606",5,24,28,13,0.0789300064480139
"437609",12,16,38,16,0.724841541436512
"437618",16,13,43,10,0.399489945311819
"437691",3,28,25,16,0.0304418994833205
"437708",8,34,17,41,0.359367344005977
"437930",3,20,34,13,0.0210536174660498
"437937",24,18,40,18,0.387531082867798
"438022",8,25,32,17,0.300309411177493
"438198",15,21,34,16,0.784518269541029
"438230",14,21,35,20,0.86838301508954
"438236",8,26,29,13,0.206296005364098
"438246",13,15,38,14,0.652291854188384
"438316",28,14,18,40,0.0573117688756641
"438504",14,21,29,12,0.693647937691885
"438513",6,30,27,19,0.149750221506031
"438556",20,20,41,17,0.613993945610175
"438566",14,17,39,16,0.696820890820409
"438586",19,19,41,17,0.607220499404475
"438738",7,35,19,39,0.281198994052703
"438844",5,26,31,18,0.110592131035138
"438900",8,19,34,9,0.17460821417747
"439222",19,23,35,17,0.766879566828502
"439314",20,22,11,47,0.415634259616914
"439542",18,22,39,19,0.766391038787001
"439545",18,19,39,16,0.644756535349289
"439549",13,17,35,11,0.589927086501592
"439615",23,19,17,41,0.344257291787159
"439835",6,28,30,22,0.200287870786697
"439871",5,24,31,16,0.102830709645943
"439875",19,22,35,16,0.723903095913458
"439883",4,23,33,10,0.012190269264075
"439895",8,19,35,14,0.382463955993212
"439896",16,16,36,10,0.516452623799627
"439898",16,17,39,14,0.616102975124507
"439916",18,21,37,16,0.714498635627355
"440096",7,31,29,25,0.25387783940004
"440121",9,28,32,25,0.460489447583284
"440195",14,26,27,17,0.809746482175975
"440242",10,26,30,18,0.511815140779726
"440549",11,20,30,11,0.519459636279036
"440571",15,22,31,14,0.756154060824261
"440581",11,16,37,14,0.653329626778086
"440803",10,30,27,21,0.482237891014864
"440807",5,30,30,27,0.153600660986358
"440815",11,26,28,15,0.530034662688783
"440821",6,25,31,16,0.14026568962139
"440837",8,31,28,23,0.308415272409978
"440954",17,25,8,50,0.529266419506101
"441185",13,15,38,12,0.587685256650283
"441193",5,24,30,11,0.0422846988439447
"441548",14,18,36,14,0.693552297015999
"441558",8,26,28,12,0.190945528891956
"441571",14,17,38,15,0.686969647752053
"441573",16,18,35,11,0.596546542180676
"441763",7,33,28,26,0.237713972894479
"441798",7,28,31,24,0.282458352121711
"441860",4,22,34,10,0.01335611741795
"441889",10,24,30,14,0.434764870994676
"441893",14,19,32,11,0.632917716277334
"441912",10,32,14,44,0.539773594065378
"441941",27,15,23,35,0.15888838404298
"442124",14,25,28,17,0.827023860606134
"442193",19,19,40,16,0.600451332274535
"442195",16,19,33,12,0.661396833690367
"442237",12,14,39,13,0.61374275980319
"442284",28,14,21,37,0.0892326217256213
"442395",14,18,32,8,0.473168749911541
"442541",10,29,27,18,0.458426324329038
"442549",17,20,35,14,0.690670731872794
"442553",11,18,32,9,0.425244828685
"442554",4,25,28,13,0.0392444903193276
"442616",9,33,18,40,0.444461111318988
"442683",10,32,28,26,0.475867714366355
"442735",8,32,30,28,0.336331903862605
"442780",7,28,28,17,0.207267046949828
"442831",11,19,33,11,0.493917252040485
"442854",19,19,41,15,0.591170948264809
"442857",25,17,44,14,0.305101553107124
"442889",12,15,35,8,0.433746624371239
"442903",6,36,22,36,0.213282444613913
"443113",12,17,36,13,0.645252523355644
"443142",8,29,31,24,0.346481793912622
"443154",7,31,29,21,0.210549673402803
"443166",11,19,35,21,0.842634168070962
"443177",14,13,36,7,0.385037678844159
"443191",16,22,37,21,0.858952843815575
"443219",4,19,36,11,0.0300969365423125
"443226",19,21,34,14,0.675063832176912
"443293",9,33,15,43,0.447825769633491
"443431",9,21,34,22,0.640780354490509
"443433",9,29,28,18,0.348499766707975
"443457",11,16,35,8,0.377743209504346
"443501",17,23,33,17,0.81551700178355
"443502",19,18,37,12,0.532021520379492
"443504",15,20,31,10,0.593266099026551
"443530",7,20,34,9,0.101557208675698
"443765",5,23,29,13,0.0853031503732053
"443789",16,19,39,16,0.689555966241244
"443862",5,17,36,12,0.125320647357269
"443876",11,15,37,13,0.62288849723232
"443986",11,30,28,23,0.580370300689256
"444185",13,19,30,10,0.585411075631124
"444201",24,18,42,16,0.383712905170844
"444210",2,24,29,15,0.011364016700824
"444508",11,18,34,7,0.269729008301538
"444520",4,26,27,15,0.0533358009514137
"444693",7,32,27,22,0.225055575578022
"444696",5,25,33,21,0.141544862903655
"444799",4,24,29,15,0.0559534658881645
"444829",16,26,31,21,0.910373149853329
"444867",4,20,34,12,0.0387741051274038
"444880",13,16,38,15,0.68124866915428
"444971",6,36,19,39,0.218895585755736
"445142",2,26,26,18,0.0239567950482308
"445172",10,15,36,9,0.40490017507149
"445185",5,24,32,17,0.116120910568614
"445538",5,19,34,12,0.0968272792528131
"445587",19,23,11,47,0.515091854792711
"445831",12,17,37,16,0.73846909171274
"445863",15,24,30,17,0.847047796289725
"445866",9,19,35,7,0.137392373065983
"445870",20,19,42,15,0.553153788318401
"446024",16,23,29,16,0.849540712112819
"446116",5,30,27,20,0.109530732446149
"446136",12,29,29,22,0.660963463050408
"446155",7,19,35,13,0.247500463381121
"446180",13,21,30,10,0.529965223574384
"446183",4,24,31,17,0.069650919949155
"446195",19,21,35,15,0.683465225228306
"446431",8,30,29,21,0.297393988278971
"446476",10,19,34,7,0.196077161916964
"446486",12,24,28,14,0.635300245227711
"446515",13,21,30,12,0.640877459777833
"446796",12,16,34,8,0.427627594717917
"446826",7,19,35,15,0.333645416807631
"446837",5,18,35,14,0.15492445511102
"446846",7,25,30,14,0.172089019664003
"447000",6,34,28,26,0.166060277414152
"447087",3,23,31,17,0.0372720712270416
"447134",8,17,37,14,0.420395218303268
"447155",8,24,29,11,0.180990794833382
"447178",6,29,29,20,0.159347689740439
"447411",11,23,29,11,0.424641690404506
"447424",6,33,29,28,0.185556950931587
"447441",9,32,28,25,0.394626870781709
"447442",14,18,37,17,0.756395398873058
"447443",20,19,41,14,0.547004438834296
"447468",12,19,31,8,0.407682297439465
"447478",17,17,37,11,0.524822123223823
"447479",8,20,34,8,0.125080254003501
"447494",7,20,35,8,0.0710767965947942
"447512",16,21,34,15,0.750200492880431
"447765",6,28,30,20,0.166383616515736
"447836",12,30,28,24,0.672463822851062
"447862",9,32,28,21,0.332298548535473
"448120",12,19,30,9,0.48044292800357
"448143",28,14,34,24,0.152889120277776
"448147",22,20,42,16,0.522621345874737
"448155",13,27,27,19,0.767386916637655
"448164",9,15,38,8,0.266994072870636
"448399",8,21,34,15,0.345177538437866
"448515",7,34,28,27,0.234287934915647
"448794",16,21,33,14,0.740801985700839
"448795",4,24,31,19,0.0881632145934303
"448813",11,18,36,17,0.745517773349116
"448817",8,14,40,8,0.218746004994883
"448822",11,24,29,12,0.449939910407464
"448837",3,25,36,6,0.000301635089672336
"448884",9,33,16,42,0.446984108207398
"449166",15,19,36,14,0.700840906510416
"449284",24,18,15,43,0.205825844492761
"449410",5,27,31,21,0.126408032591307
"449449",22,18,38,10,0.415565014214867
"449667",4,30,25,17,0.0583017299361276
"4000841",10,28,28,21,0.524799782106859
"4001361",11,23,30,21,0.758858519563022
"4001461",16,23,35,23,0.918241103957722
"4001471",13,24,30,22,0.865955607292233
"4001481",13,20,34,18,0.823158027868806
"4001571",8,28,32,21,0.317099002077587
"4001591",12,22,33,20,0.813622116365445
"4001601",9,27,32,23,0.464204317947698
"4001631",11,21,33,22,0.817657310529388
"4001691",14,27,32,26,0.866193506800449
"4001721",10,28,31,22,0.505423439088156
"4001741",11,24,30,20,0.702829291335367
"4001781",12,25,31,25,0.812745963428976
"4001801",12,26,31,22,0.729354991288682
"4001961",10,23,31,17,0.564712007341281
"4002001",16,25,35,21,0.872742503178564
"4002011",9,28,29,19,0.39515094688785
"4002031",14,22,31,18,0.853303221954401
"4002081",16,21,39,19,0.792218268640088
"4002091",16,20,35,18,0.789406921807
"4002121",16,23,35,19,0.846369580438957
"4002171",11,29,31,26,0.617340210873804
"4002201",14,26,33,24,0.86532821343519
"4002211",8,29,31,27,0.388876865899161
"4002281",7,27,33,18,0.191883861625147
"4002331",15,20,34,14,0.711551386056513
"4002361",11,28,32,24,0.617507416165248
"4002381",12,29,31,25,0.682099529610333
"4002411",10,27,31,23,0.55812308940998
"4002421",17,24,37,19,0.821066007262524
"400243",10,27,32,24,0.563894715187456
"400244",16,23,34,20,0.865657202816365
"4002451",8,28,33,22,0.321311833496515
"4002471",9,27,32,21,0.427606287823379
"4002511",15,27,34,24,0.868833814894583
"4002521",13,27,32,23,0.777615784806528
"4002531",11,22,34,22,0.769679088230711
"4002581",13,24,32,22,0.847290722735638
"4002621",14,24,33,22,0.884576921664377
"4002641",11,25,32,21,0.666859804025008
"4002651",9,26,34,22,0.456028084719324
"4002671",11,19,33,10,0.428142952546131
"4002701",10,20,34,15,0.576961335568987
"4002711",12,25,31,21,0.751126220327505
"4002721",16,24,34,21,0.8909168307434
"4002731",10,19,34,16,0.654543226428571
"4002741",14,22,32,19,0.863742242951457
"4002771",15,23,32,21,0.902563346807512
"4002781",12,22,32,19,0.807009684495843
"4002791",10,27,31,21,0.531710623218802
"4002801",12,19,34,12,0.577692656323415
"4002821",17,20,39,15,0.672138335057596
"4002831",9,23,33,16,0.410642317920379
"4002841",9,23,33,12,0.252128267837998
"4002851",13,25,31,20,0.795660462258539
"4002861",10,25,31,17,0.482390494071884
"4002871",8,26,31,14,0.207497345496476
"4002881",12,19,34,18,0.810323245775082
"4002901",12,25,33,21,0.733691034084575
"4002911",10,20,33,14,0.529535618374779
"4002921",15,20,36,20,0.839421874353078
"4002931",11,23,33,14,0.497984913871097
"4002961",16,22,38,17,0.76696079079538
"4002971",11,23,33,20,0.707971162484467
"400299",11,24,33,21,0.685975873274176
"4003001",15,27,32,25,0.907008082356152
"4003011",7,19,36,11,0.168806009425929
"4003021",13,20,33,17,0.798889979549217
"4003051",11,24,30,18,0.665302533022201
"4003061",12,15,37,13,0.642071302496403
"4003071",6,26,31,18,0.163999538862877
"4003081",13,18,33,9,0.484292050307361
"4003091",10,22,33,14,0.464448151900483
"4003101",12,23,30,14,0.632160320777185
"4003131",8,22,33,16,0.367379835630163
"4003141",6,22,31,14,0.16702017829529
"4003151",14,19,33,13,0.688890544683306
"4003161",13,19,34,17,0.804633975012045
"4003181",16,25,32,22,0.917598456603177
"4003191",13,26,30,18,0.743663774899437
"4003221",11,24,31,15,0.553317263291849
"4003231",12,23,32,22,0.822795079036641
"4003241",8,29,32,24,0.337024875173675
"4003251",15,22,33,21,0.89580437773544
"4003271",13,19,36,17,0.77227277285872
"4003291",15,20,33,17,0.80129250672967
"4003301",14,22,34,19,0.83951328278694
"4004171",15,20,36,16,0.766550666222048
"4004211",15,24,33,21,0.886726551926198
"4004231",12,29,31,23,0.649228440847943
"400425",11,28,32,26,0.646480306870992
"4004411",9,27,30,19,0.413550270775771
"4004691",15,25,31,20,0.889093649500489
"4004801",11,19,36,13,0.530968402186384
"4004861",12,22,32,15,0.65708090406434
"400489",15,21,34,21,0.879335808695991
"4004951",15,25,33,22,0.895276913226639
"4005011",13,27,31,24,0.803319072405573
"4005111",11,29,30,23,0.590583739480497
"4005141",11,26,31,23,0.685524259064452
"4005201",12,23,30,20,0.806380232846824
"4005321",16,24,34,19,0.854368458420207
"4005331",10,31,29,25,0.488588234970361
"4005361",12,20,32,15,0.72106404707251
"400537",12,25,32,20,0.720459595073254
"4005391",16,25,34,24,0.929934557502704
"4005401",14,23,32,22,0.916499681828508
"4005421",10,20,35,20,0.724791085808786
"400544",9,24,30,16,0.426355383698087
"4005451",7,25,33,22,0.316092258609966
"4005481",12,27,29,21,0.70955952724937
"4005491",12,27,32,20,0.649627852266493
"400558",12,27,31,23,0.733714644326522
"4005591",16,20,36,17,0.760534621650196
"400560",12,22,31,16,0.71978871920996
"400561",17,23,37,20,0.827086123432489
"4005631",12,25,34,22,0.735280718449029
"4005701",15,23,34,23,0.910604059783119
"4005721",10,19,36,14,0.527332397453961
"400573",11,30,29,23,0.573154083537269
"4005741",9,26,30,20,0.463068433902107
"4005761",13,21,32,19,0.844896056815702
"4005771",12,19,31,15,0.762496160979062
"400584",11,26,31,21,0.643726544811701
"4005851",8,28,31,20,0.307601421007839
"400588",12,24,32,21,0.780228022534245
"4005931",14,19,35,19,0.83923871187922
"4005941",13,23,29,18,0.836725319968046
"4005951",11,20,32,20,0.81940631196637
"4005961",17,22,36,20,0.837335231833786
"4005971",12,18,34,11,0.547687174744609
"400599",16,21,34,18,0.822940346068621
"4006011",12,18,34,13,0.638089683407802
"4006041",10,22,32,15,0.524294429287037
"400605",10,28,31,20,0.470329449359865
"4006061",11,22,33,17,0.654421162633598
"4006071",13,22,32,18,0.809773255890435
"4006081",7,22,35,15,0.215171234298152
"400612",9,22,34,14,0.352601584812255
"4006131",7,23,35,8,0.0385074856917014
"400614",11,25,33,22,0.677203689970201
"4006161",13,22,32,16,0.764542488306096
"4006171",15,23,31,22,0.92496902988123
"4006181",17,21,38,19,0.785048854966108
"4006191",14,21,32,12,0.658328888301712
"4006201",16,19,37,17,0.739841394319407
"4006211",7,24,31,13,0.166450677042869
"4006251",14,23,33,17,0.792386030306845
"4006271",14,27,30,22,0.837225892055815
"4006291",15,19,36,19,0.810345933322308
"4006301",11,20,32,10,0.431328037232667
"4006311",10,23,33,21,0.648587576183503
"4006321",10,21,34,16,0.564157817347393
"400633",15,26,33,25,0.914814746496697
"4006351",13,18,35,15,0.725833624270666
"4006371",11,19,34,11,0.47945648960371
"4006421",8,19,35,11,0.240480575838974
