"","y1.PC","y0.PC","y1.IP","y0.IP","box.ni.final"
"4021401",9,31,30,25,0.400986164169809
"402144",15,24,34,22,0.900802261331941
"4021481",12,29,30,28,0.717402484186308
"402163",14,19,34,18,0.828337923964796
"402167",13,24,31,21,0.84501693759786
"402180",11,23,32,17,0.62427377709149
"402185",11,24,29,17,0.662727219839992
"4021871",10,29,31,25,0.538522383820896
"402203",8,27,32,22,0.358556792627955
"4022061",10,23,31,19,0.634498263377214
"402207",15,20,36,18,0.795961244770713
"4022141",10,28,30,19,0.462416069849211
"402218",15,25,31,22,0.908217615006498
"4022191",15,24,33,19,0.848504511300579
"402225",16,19,35,19,0.780416491041444
"4022371",15,23,32,19,0.87932719829894
"4022471",13,23,32,19,0.815744454290277
"402249",10,22,32,17,0.590803078639506
"4022501",11,25,30,11,0.334310099931226
"402251",12,24,30,17,0.702781025311046
"4022531",17,18,39,15,0.636495980032822
"4022541",11,17,36,9,0.396321511726336
"4022561",9,21,34,15,0.440573647036215
"4022571",12,18,34,9,0.436987335545329
"402260",11,20,33,19,0.794193378617762
"4022661",9,20,34,14,0.434706653772141
"4022671",24,18,46,12,0.349958285594825
"4022681",8,19,37,13,0.308216882441798
"402270",12,18,35,12,0.596885736901326
"402271",13,19,36,13,0.634295089191949
"4022751",9,18,35,11,0.353399445149209
"4022761",9,19,36,11,0.303174310196467
"4022771",21,18,44,14,0.464625946712754
"4022791",16,17,39,13,0.595933639029626
"402281",9,21,34,17,0.506634149494092
"402282",13,18,33,13,0.693920301692289
"4022841",16,14,39,8,0.383476647446395
"402285",17,21,36,21,0.807070751004764
"4022861",13,24,33,21,0.830462337172009
"402287",15,22,34,18,0.835490020565987
"402289",9,22,32,18,0.552460748235911
"4022901",12,22,33,14,0.60347395826136
"402296",13,20,33,19,0.863305925302464
"402298",11,20,33,11,0.458216504934051
"4023001",10,27,30,18,0.466597541398738
"402301",13,21,34,15,0.713329294046955
"4023031",16,23,33,19,0.857718402245617
"402306",12,25,31,23,0.791556178571955
"402307",10,24,33,22,0.624750867521177
"4023081",10,20,35,12,0.399992356787588
"4023101",14,19,36,14,0.679712229998372
"4023311",10,28,30,21,0.503245321459412
"402416",10,28,30,23,0.535778200079164
"4024661",11,29,29,26,0.62793253801642
"402473",11,23,32,21,0.735517703171498
"402475",12,24,32,23,0.80989341160536
"4024811",7,22,31,13,0.212492515123044
"402515",18,24,34,21,0.862109473011254
"402516",17,25,36,21,0.866660349733594
"4025171",12,25,30,18,0.697293323554612
"4025181",11,23,33,22,0.741102044935596
"402519",12,22,32,21,0.833509424980102
"402523",16,19,36,18,0.769742825250673
"4025301",10,29,31,21,0.461567995138184
"402532",12,28,31,26,0.719750061525774
"402537",14,21,31,17,0.843469441412892
"402539",13,20,31,19,0.876729379001238
"402542",12,26,29,20,0.717483887887778
"4025431",18,23,39,19,0.783398216841993
"402544",12,20,34,15,0.694931769560194
"4025511",13,19,34,13,0.659809892079378
"402552",14,21,35,19,0.843528857890806
"402553",12,24,30,23,0.833137546611596
"402556",14,22,33,22,0.916052622709601
"4025581",12,29,28,24,0.694480137798047
"4025601",13,29,30,23,0.73691229467489
"402575",17,24,36,22,0.884943503425904
"4025771",13,23,31,16,0.741856802396123
"4025801",11,21,35,18,0.694400988366151
"4025811",7,23,32,13,0.172875381797712
"402583",13,24,34,24,0.855732609253386
"4025851",13,29,32,25,0.742435327951828
"402586",11,19,35,14,0.610168579830868
"4025871",9,22,35,19,0.52382138681211
"4025891",15,19,39,16,0.715769363992834
"4025911",10,18,37,8,0.238593323711116
"4025921",11,27,31,20,0.59414744618035
"4025951",16,22,34,19,0.849663926885395
"402599",13,25,33,20,0.783582793113691
"4026001",15,21,34,15,0.746386334372244
"4026011",12,21,34,18,0.765412843470109
"4026031",14,20,36,17,0.787833777145543
"402605",12,20,32,11,0.531745359084492
"402606",19,23,37,20,0.784151291246486
"4026071",16,20,34,11,0.618075427708521
"4026091",9,22,34,12,0.269218544522446
"4026121",15,19,37,12,0.604936523425875
"4026131",9,24,34,20,0.485942962877446
"402616",12,23,33,21,0.78661706491965
"402617",13,20,33,15,0.753443976911231
"402619",16,24,36,19,0.821267715706715
"402620",10,27,32,20,0.4882630180885
"4026211",15,22,33,17,0.826202322233075
"402622",14,28,33,24,0.801880093157674
"4026241",10,21,34,18,0.636209344401427
"402625",18,23,37,21,0.821582161791787
"402626",16,26,33,24,0.931549224370847
"4026271",10,18,33,12,0.52267094242516
"4026301",9,26,33,17,0.348665123127775
"402631",13,19,35,14,0.693253839092578
"4026341",15,23,37,20,0.823929673505338
"4026401",11,16,36,10,0.468401527824892
"4027061",14,23,29,19,0.892388813689908
"402740",11,25,31,22,0.700524892150227
"4027441",9,24,33,21,0.525657414023611
"4027471",9,27,33,22,0.427555108719164
"402774",13,28,31,23,0.758410369423154
"402776",15,22,33,23,0.922443131032656
"4028121",11,28,31,27,0.656935901347808
"402826",14,25,32,24,0.903733272726712
"4028281",15,19,34,15,0.7348588669206
"402829",10,26,31,18,0.487622283012431
"402846",12,20,34,19,0.818287642305913
"402847",11,18,37,17,0.711767272971949
"4028511",18,23,38,20,0.810012464591552
"402855",11,21,33,20,0.778995557845856
"402857",11,19,33,16,0.728345905548217
"402863",11,28,31,23,0.603500132000709
"4028731",11,22,30,14,0.601033959033667
"402882",9,28,32,22,0.409856541785441
"402886",13,22,33,21,0.87100243951201
"402887",12,18,35,14,0.671467167087302
"4028901",12,18,37,16,0.729275280780529
"4028921",14,23,35,23,0.895234026332468
"4028941",13,23,33,20,0.829970155986769
"4029021",5,35,29,28,0.119078540159595
"402904",14,26,30,25,0.899654997310288
"4029061",14,20,34,19,0.84023126223791
"402907",15,21,36,19,0.832629324652073
"4029091",14,20,32,17,0.82816966592154
"4029111",13,20,32,14,0.724244947728974
"4029131",10,18,35,14,0.577614602706545
"4029141",6,24,33,18,0.188522896386407
"4029161",14,19,35,13,0.661762402471062
"4029211",13,23,33,22,0.865211146123862
"402922",16,22,33,20,0.877374369057813
"402924",12,21,31,19,0.840058335389018
"4029251",20,21,38,18,0.672669205231582
"402926",12,20,33,14,0.663222575893658
"402927",9,26,33,19,0.388681985513593
"4029291",12,26,30,19,0.690898986308537
"4029311",17,25,36,22,0.881990577666875
"402936",9,24,32,14,0.325574340991101
"4029371",16,21,35,17,0.793481339684574
"4029381",8,23,31,13,0.253310369087141
"402944",11,22,33,21,0.763627265199972
"402945",11,22,34,18,0.662684317493185
"4029461",12,26,31,18,0.641480702417012
"4029491",12,22,31,18,0.794764307400651
"402950",13,19,33,12,0.638451331090962
"4029531",8,23,30,12,0.239806791821049
"4029541",18,16,39,12,0.490611327366724
"402956",10,22,33,18,0.605390253232516
"402959",14,22,30,15,0.793500667508929
"402961",9,26,31,17,0.368374240428466
"4029621",8,20,33,12,0.284640259453927
"402963",10,20,32,13,0.505490375759745
"4029681",16,20,38,15,0.69625724606122
"4029691",14,19,35,17,0.780468146267553
"402970",14,20,32,19,0.860777695347501
"4031041",14,28,33,25,0.82643103120582
"4031091",7,30,33,25,0.237521737928615
"403119",12,28,30,23,0.704040626406267
"403128",11,27,31,22,0.620499790080924
"403155",14,23,33,23,0.919344585677364
"403158",15,26,34,24,0.895718557701564
"4031591",11,25,31,20,0.654369836903464
"403166",10,26,31,22,0.581114683084769
"403172",12,24,30,21,0.799532973469074
"403173",11,27,30,25,0.690001210771999
"4031751",8,28,31,22,0.338207037484502
"4031801",9,24,32,16,0.392545240218414
"403182",14,23,30,20,0.898167710537503
"403187",14,27,31,23,0.84565384010476
"403191",9,25,33,20,0.471389612193826
"4031931",15,20,32,18,0.842329935405076
"403199",12,27,30,24,0.748488104778003
"403201",11,25,30,19,0.644029196181587
"4032031",11,23,33,16,0.589054595168043
"4032051",10,24,32,19,0.584140305897727
"4032061",17,22,34,20,0.841975924281229
"403219",11,24,32,18,0.63124604743059
"4032241",10,25,32,18,0.500513906423848
"403230",13,25,33,22,0.803520351642592
"403237",10,23,33,17,0.535333610417814
"403238",8,25,34,20,0.349938790458041
"4032411",12,25,31,17,0.649466119939393
"403242",13,24,34,22,0.834589990266258
"403245",17,25,34,23,0.926061433372116
"4032461",10,26,30,15,0.413661467942183
"4032471",9,28,30,18,0.350461715890755
"4032481",14,19,35,15,0.748620632849383
"403249",9,21,32,13,0.388432159612335
"403250",14,21,33,17,0.808076648296328
"403252",10,21,35,17,0.576131707062612
"4032531",17,22,36,16,0.755502251652632
"403256",13,19,33,16,0.784611230478896
"4032571",6,19,35,15,0.235227621832399
"403260",10,22,32,11,0.330713022072973
"4032631",9,22,35,15,0.379021250102491
"4032651",14,26,30,19,0.810523620969512
"403270",12,27,32,26,0.751191777120197
"403272",9,23,34,15,0.361128219885557
"4032741",12,22,31,12,0.540085914249891
"4032761",10,20,36,17,0.605475019912867
"4032781",6,25,30,12,0.0793142893627275
"4032791",11,27,32,25,0.673274478039975
"4032801",15,23,30,15,0.795256620579681
"4032821",10,23,34,18,0.546694884126682
"4032831",10,23,34,16,0.484522360634441
"4032851",16,19,39,15,0.676066030730115
"403286",18,23,35,21,0.83450812881034
"4032881",11,19,32,11,0.507811110786671
"4032901",14,17,40,12,0.563168477415125
"403295",11,19,33,12,0.539414667000635
"4032961",10,23,34,22,0.657841374504514
"4033001",18,22,36,17,0.75907922165333
"403374",12,27,30,26,0.760492278537696
"4034361",9,32,29,25,0.38802723124836
"4034461",8,32,30,27,0.32980090215927
"4034761",16,22,35,16,0.783513668831525
"403479",13,25,30,21,0.820482867053188
"4034961",10,30,31,26,0.514361124732144
"403505",14,25,33,23,0.867299147183278
"403509",13,23,31,18,0.803826597871377
"403510",15,21,33,14,0.733583419340925
"4035131",10,27,32,22,0.533762299870503
"4035141",16,25,35,19,0.826047140399972
"4035231",7,26,30,16,0.204836214928181
"4035251",8,24,34,19,0.362777794541
"403527",13,29,32,26,0.760695197977788
"4035321",13,26,31,21,0.775675575629066
"403534",12,24,31,20,0.759956232284127
"403537",10,26,29,22,0.612836054941329
"403539",17,24,34,22,0.899192548511566
"4035421",15,24,32,20,0.874782519587878
"4035481",13,20,33,13,0.657848631919645
"403550",8,23,33,15,0.286560589107695
"403551",10,25,32,22,0.599570833947163
"4035531",12,28,30,19,0.619084243993292
"403555",10,19,34,14,0.554696814059047
"4035581",15,22,32,16,0.80615586444164
"4035611",10,24,31,18,0.572240912140373
"403564",12,19,33,17,0.79969058017266
"403565",17,18,40,14,0.59696957869996
"403567",12,22,32,13,0.58483111620283
"4035681",14,23,34,18,0.798089518227181
"4035721",7,19,33,14,0.332075629227167
"403574",15,21,32,17,0.834298122501454
"403575",13,20,34,20,0.868049543815547
"4035791",6,22,37,8,0.0217688900297749
"4035831",14,16,37,10,0.510980051024822
"4035851",9,19,34,11,0.340511391336857
"403587",17,20,36,18,0.749309756922073
"403588",12,22,31,20,0.829209335355167
"403590",11,22,33,15,0.573582300113574
"403591",5,21,33,14,0.103636037213944
"403592",11,27,30,21,0.613434351813278
"4035931",6,18,37,12,0.159596214255969
"403594",16,21,38,20,0.822896736544951
"403595",8,25,33,19,0.338653761766435
"4036011",13,21,32,15,0.73360144957752
"4036071",13,22,36,20,0.799622495441129
"4036111",17,23,37,18,0.801952160606097
"4036131",16,19,37,15,0.688859425085111
"403614",16,21,35,21,0.844940624914024
"403620",15,24,31,21,0.920381960005011
"4036241",14,23,30,14,0.735687206779553
"4036251",8,22,33,14,0.284864595684904
"4036261",19,21,39,18,0.707454662741407
"4036271",14,20,34,15,0.736539502370582
"4036701",8,28,30,21,0.333354128214961
"403706",13,27,30,21,0.769183688151334
"4037241",15,24,36,20,0.840145070527645
"403733",15,20,35,19,0.833932794150684
"403774",8,24,33,20,0.408671554682044
"4037811",10,31,31,27,0.486614693713552
"4037841",8,29,31,23,0.330483192209429
"403799",12,24,33,20,0.736650518636973
"4038001",8,29,30,22,0.324415839551319
"403801",15,22,32,18,0.850882287444316
"4038211",13,24,31,17,0.743965469409833
"403843",15,22,32,22,0.921309859226586
"403860",13,24,33,19,0.769147641340544
"4038621",10,21,33,11,0.349641607106371
"403863",12,26,30,23,0.773493706360126
"4038761",9,27,31,20,0.417172607538527
"403879",15,21,33,18,0.84029953342831
"403880",14,21,32,18,0.86317560555882
"4038811",10,30,30,27,0.522245496158345
"403882",13,26,31,23,0.831813710737496
"4038881",14,24,34,23,0.886944263858945
"403891",15,25,30,19,0.8751978318461
"403893",14,26,30,23,0.887036953652296
"403902",11,26,32,22,0.649652544357592
"403905",10,29,29,21,0.479078091007793
"4039081",12,20,33,16,0.750413240201253
"4039111",13,18,37,15,0.699816728560544
"403912",16,21,37,17,0.762296081595525
"4039131",9,25,35,22,0.482664432768551
"403914",16,23,37,19,0.833145051642617
"4039151",5,23,35,10,0.0211961737858975
"4039161",21,20,40,18,0.585045875105667
"403917",14,18,39,18,0.763237596247277
"4039201",12,21,34,16,0.692623848518999
"403922",13,20,34,16,0.760486853519465
"4039231",14,14,36,9,0.472016758781138
"4039321",18,19,35,13,0.629260058211637
"403940",10,24,33,16,0.476652189439056
"4039421",11,25,30,13,0.435304775278749
"403943",16,23,36,18,0.817440016553654
"403944",19,23,36,19,0.778329941545398
"403945",18,22,35,22,0.814968247125951
"4039501",11,19,35,12,0.503394301514437
"403951",10,25,33,21,0.568781134570629
"403952",10,23,33,15,0.458574517370567
"4039531",14,23,33,21,0.886313583789487
"403955",12,18,36,13,0.616736384541949
"403959",12,19,35,15,0.694563329531293
"404039",16,25,31,21,0.909998941867981
"4040481",8,33,30,28,0.311677175039972
"404054",11,25,32,19,0.623669509967633
"4041101",11,28,33,25,0.635085045115475
"4041121",13,24,33,23,0.850904621975415
"404115",14,23,31,21,0.903533642826996
"4041401",8,26,30,13,0.193218854668461
"404147",12,24,33,24,0.826250793495995
"4041601",13,21,36,17,0.737074091896536
"4041681",14,20,32,13,0.707290198554978
"404182",13,26,31,25,0.845798360632048
"4041841",11,22,31,13,0.529397157282044
"4041861",18,23,36,20,0.818392478996401
"404189",12,24,31,16,0.648051568454533
"404193",12,20,31,16,0.772602700099632
"404195",12,21,32,16,0.73950837788093
"4041981",11,29,28,21,0.585012311887793
"404205",13,22,34,18,0.782398905597323
"404210",7,25,30,19,0.302900452682659
"4042131",12,29,32,26,0.681201382277345
"404214",13,20,35,13,0.637693144041984
"404231",16,21,33,21,0.858135105446222
"4042341",5,27,27,16,0.103140284825279
"404236",12,25,30,20,0.748448943852604
"4042371",12,19,33,15,0.723101482763548
"4042391",9,25,33,16,0.335461961881852
"404240",13,25,32,23,0.83115495409815
"4042471",13,17,38,15,0.712514226648295
"404254",8,23,34,14,0.246560551103413
"4042551",6,25,31,11,0.0535575499761582
"4042561",9,24,33,17,0.413727155434658
"404257",13,20,35,19,0.837561534049621
"404259",14,18,36,17,0.76556552013844
"4042641",10,28,32,23,0.51177959394634
"4042651",11,21,35,6,0.130916209791438
"4042671",7,21,33,12,0.183708240617423
"4042761",15,23,33,18,0.828353827255195
"4042771",7,25,31,14,0.165995040350208
"404279",10,26,30,23,0.618269096376627
"404281",11,19,34,15,0.657493559177399
"404282",10,24,34,19,0.532320574839225
"404284",11,20,34,12,0.485813264155631
"4042851",9,25,33,18,0.399617954906995
"404290",16,21,34,20,0.84420843849587
"4044241",15,22,31,19,0.887935456890903
"404436",12,25,32,22,0.755062644433391
"404463",13,23,30,17,0.792787384874671
"4044651",12,27,30,20,0.670288923843601
"404469",10,25,31,19,0.55627948741614
"404480",12,28,31,24,0.70456133940714
"4044921",14,21,32,14,0.734771660428717
"4044941",15,20,33,13,0.69225113797853
"404495",14,23,31,17,0.817910940729
"404503",10,26,32,25,0.620784629139472
"4045121",20,21,40,16,0.634515805433753
"4045141",7,24,32,14,0.176232102547184
"404519",12,19,32,16,0.79219216405119
"4045321",12,23,31,13,0.562842387407285
"404538",15,27,31,24,0.905193508424426
"404546",11,27,30,23,0.660393753688642
"404547",10,20,33,16,0.618391327426398
"404562",14,24,33,24,0.903171419229203
"404564",14,26,32,25,0.888929853245292
"4045651",6,19,36,12,0.132377067379163
"4045661",9,21,34,9,0.188400096946807
"404567",11,23,32,15,0.566679006220954
"404568",11,23,31,20,0.727965268891054
"404570",18,21,35,17,0.746997026917383
"404572",7,26,31,15,0.165135284667502
"404576",18,24,36,19,0.828376304938332
"404577",9,30,29,21,0.375835784607772
"4045821",13,18,37,17,0.767139559477588
"4045881",16,18,35,14,0.67991821658103
"4045891",9,16,38,14,0.537929097309424
"4045901",19,22,38,14,0.653982546639658
"4045921",13,23,32,15,0.690030374541757
"4045931",5,26,33,17,0.0780021247178953
"4045951",15,17,35,10,0.541702958230333
"4045971",11,26,30,20,0.63742994229368
"404599",11,20,34,16,0.681052078743269
"404603",11,23,31,18,0.697248023567892
"404606",10,25,30,14,0.396840906812599
"404610",13,22,33,23,0.894527376293644
"4046141",7,27,30,17,0.204387359612256
"4046151",12,25,34,24,0.767610326482571
"4046181",15,19,36,11,0.592922576480335
"4047041",9,32,30,28,0.404324911116749
"404752",12,26,31,24,0.779462001127153
"4047721",17,24,33,19,0.863566894003317
"4047801",16,24,30,19,0.896196611650715
"4047831",10,21,33,13,0.451640505274001
"404786",12,29,32,24,0.656374152007212
"404788",12,21,34,20,0.820860252576459
"404805",13,28,33,25,0.765943117543875
"404813",11,29,30,27,0.627472804265648
"4048201",7,27,33,20,0.223742467760783
"4048211",14,22,30,17,0.845702347331778
"4048241",12,20,32,13,0.641913913817005
"404826",12,29,30,24,0.678191066729894
"404827",15,19,33,14,0.726652719865481
"404828",19,22,37,19,0.745834551506206
"4048301",9,26,30,18,0.421932811124591
"404832",11,27,29,24,0.688054309612059
"404842",14,24,30,21,0.892352961226958
"404846",11,24,32,16,0.56243347119556
"404857",13,26,32,22,0.780412074303826
"4048591",17,21,39,18,0.759589377510327
"4048601",9,23,33,20,0.535997417780126
"404862",14,25,31,19,0.836631895993828
"404863",12,27,29,25,0.759468538530527
"4048681",19,23,35,18,0.777476908704213
"4048691",14,20,31,14,0.748705396412409
"4048791",11,21,34,7,0.182606359880046
"404888",14,21,33,19,0.866376513076492
"404892",15,21,32,15,0.782454369965974
"404894",12,20,35,16,0.703624986240475
"404896",12,22,33,16,0.700424417173597
"404897",10,26,30,19,0.526964047373137
"4049001",19,22,39,17,0.717180278809205
"4049031",8,27,33,21,0.342630598918558
"4049051",11,20,34,14,0.58240364757346
"4049071",4,22,32,15,0.0606675811056422
"404911",12,30,32,25,0.64309510408879
"4049131",17,24,38,20,0.828075494882434
"404917",10,21,33,19,0.683429926838176
"4049181",17,21,38,17,0.739482395505679
"404922",19,22,40,18,0.718591519396584
"404923",9,23,32,17,0.463649701836745
"404925",9,22,34,16,0.440301269790955
"4049261",16,25,34,20,0.866882750700949
"404927",14,22,32,15,0.748535469697929
"404928",10,26,33,20,0.514564064824768
"404934",13,25,30,19,0.792892321108872
"404938",5,22,35,11,0.0334069260365224
"404939",14,25,31,23,0.901865372326022
"404949",15,23,33,20,0.885172006982106
"4049501",17,20,38,16,0.705937398862923
"4050861",16,22,33,16,0.797660098311623
"405116",12,23,32,18,0.73750032167588
"405133",10,30,30,25,0.509102184980897
"4051431",17,23,35,20,0.853628212946184
"405144",12,23,31,21,0.809950141895855
"4051491",7,24,34,18,0.250540469849289
"405156",9,30,31,25,0.408646047963987
"4051591",16,24,33,22,0.906995907707158
"405161",10,30,31,24,0.483435326617063
"4051701",8,21,34,16,0.39708514061965
"4051831",7,25,35,20,0.248614107624854
"4051891",9,28,31,23,0.443929034194101
"405194",19,23,35,20,0.791350240742352
"405198",9,19,36,13,0.404212423686329
"405199",11,22,31,15,0.620000544746033
"4052001",11,27,29,20,0.611241100779535
"4052071",14,17,36,14,0.682732315417851
"4052131",11,26,32,24,0.686070314794913
"405217",12,30,32,26,0.651555568659784
"405218",15,19,33,16,0.774031255210949
"4052201",8,25,31,13,0.204688520105756
"405223",11,21,34,23,0.820314023763244
"405225",9,18,34,12,0.431364888512683
"4052291",9,18,36,14,0.485344870302147
"405231",14,18,35,16,0.755661133927375
"405232",15,20,36,22,0.868671756441075
"4052341",15,18,33,9,0.539293527219608
"405235",13,23,33,18,0.778821935013166
"405237",9,25,32,17,0.391703933714462
"405239",16,24,35,20,0.863598367396673
"405242",11,22,32,12,0.449146934876153
"405243",6,25,31,19,0.196512039759746
"405245",10,24,32,15,0.43600815989121
"4052471",10,24,31,16,0.499316256088904
"4052491",12,16,38,11,0.530747034551172
"4052511",8,29,31,19,0.255770833109549
"4052521",18,24,35,20,0.851217716048172
"405253",15,23,35,20,0.871089438518823
"4052551",10,19,38,6,0.116495011756781
"4052581",8,22,32,11,0.19751078976665
"4052651",12,16,40,11,0.494459512081895
"405268",12,20,33,18,0.809980572682958
"4052721",10,25,32,24,0.653809609645385
"4052731",11,16,38,8,0.328873173769715
"4052771",8,21,36,16,0.356792145602545
"4052791",11,19,34,17,0.743067524486183
"405280",11,21,32,17,0.708510465130721
"405356",14,22,33,18,0.83533974818999
"405363",13,29,31,26,0.764281512537573
"405434",13,19,33,14,0.715662013576096
"4054451",15,25,33,24,0.918676002534157
"405468",13,25,31,24,0.877044647247294
"4054811",8,23,33,17,0.353397233264607
"4054881",15,23,33,16,0.78816433908161
"4054901",9,29,32,25,0.428543554448282
"405501",16,23,35,21,0.8716400978168
"405502",12,17,35,11,0.55290685277228
"405505",16,22,35,20,0.859202096811525
"405506",12,19,34,14,0.678473592467092
"405507",14,26,34,23,0.837948595823973
"405515",11,24,29,19,0.693721391203887
"4055201",15,24,31,19,0.868442993685272
"405527",15,23,34,19,0.855789576507987
"405546",12,19,35,13,0.603261251406324
"405551",16,20,35,16,0.7490275617746
"4055561",14,19,34,12,0.641128290058758
"4055601",9,28,30,20,0.40074096268967
"4055611",20,22,38,17,0.685388677906119
"405562",17,24,37,21,0.859544691461672
"4055631",10,23,31,9,0.220073226217352
"4055651",13,19,34,11,0.576522384732679
"4055761",8,17,37,11,0.286625296224501
"405577",12,22,34,19,0.755949078281274
"4055781",20,19,41,13,0.540531107552752
"405581",16,19,33,17,0.769660925539159
"4055891",10,18,34,11,0.450282463831863
"405591",10,32,31,27,0.461442107029536
"405593",10,26,32,19,0.50974862613122
"405594",8,26,32,21,0.37694874912188
"4055951",7,23,32,11,0.118894466572922
"405597",10,19,35,15,0.578553267375569
"4055981",10,31,29,23,0.457456779140148
"405600",12,21,32,14,0.654472498843083
"4056051",15,19,36,15,0.716832863607203
"405609",8,27,31,17,0.263638213653581
"4056101",12,16,37,8,0.388093161741613
"405677",10,29,32,26,0.540670204885087
"405761",11,31,31,26,0.553096384940425
"4057851",10,21,36,20,0.672761930802834
"405791",10,23,34,20,0.612274475972698
"405796",9,25,31,18,0.430153626159531
"405799",8,29,30,24,0.354801177831248
"405805",12,29,30,26,0.694108429796937
"405810",14,23,33,19,0.838655121340827
"4058271",15,20,35,15,0.742287498703039
"405832",10,25,30,16,0.472199399790091
"405836",12,23,33,23,0.836332366743577
"405837",10,22,35,18,0.579278963063801
"4058461",14,25,30,16,0.754463043829896
"405847",15,21,35,18,0.826812892774326
"4058521",15,21,35,20,0.851151944415224
"405853",11,31,30,27,0.579225279901006
"405854",11,29,32,25,0.603002693848493
"405855",6,25,30,20,0.238401171700618
"405861",14,20,34,17,0.813771045200131
"405870",14,23,34,20,0.845748857815469
"405871",13,22,33,15,0.688902467761022
"405872",15,21,33,16,0.793800944897242
"4058811",7,24,32,18,0.267380434308563
"405887",11,18,35,13,0.584467954217292
"405889",15,22,34,22,0.902405617186166
"405894",11,21,34,15,0.596899864174384
"4058951",14,17,32,10,0.584993371145146
"405897",15,24,32,24,0.934771710235803
"4058991",13,26,34,22,0.761830324906551
"405903",10,21,35,19,0.653511383591743
"4059041",4,24,32,13,0.0262416339061148
"405908",10,24,31,20,0.611961782928089
"405909",17,24,35,23,0.898431463333952
"4059161",12,27,29,19,0.665742360521583
"4059211",16,17,44,12,0.523132624903231
"405922",14,18,37,18,0.776490490588208
"405923",11,24,31,23,0.760699541896729
"405924",9,28,31,25,0.479497557238744
"405928",9,19,35,14,0.461589095680534
"405932",8,29,31,21,0.298297798186304
"4059341",15,25,31,16,0.779613777343763
"4059361",18,22,37,16,0.723823498441245
"405938",16,23,37,21,0.856295214512308
"406054",14,27,31,27,0.891663405152204
"406075",13,27,31,26,0.817648797142702
"4060861",12,27,32,22,0.683642761365079
"4060901",8,31,31,25,0.305322737096416
"4061441",16,23,34,14,0.713861142890542
"4061501",10,18,36,13,0.518272863243516
"4061521",14,25,33,25,0.911142523572706
"4061541",10,20,35,16,0.599168950490254
"406162",10,25,33,19,0.528529585560975
"406174",12,24,31,22,0.806463735205457
"4061791",11,19,37,6,0.156478206961084
"4061901",18,24,35,22,0.864002673697161
"406196",13,26,30,22,0.822939355315407
"4061981",11,23,33,18,0.639589415883662
"406202",11,26,30,24,0.704562863889848
"406207",19,23,33,20,0.796379126744499
"4062141",13,28,32,24,0.763568390070984
"4062151",7,21,35,12,0.155693869799368
"406216",13,21,32,13,0.649328950235116
"4062181",12,17,36,14,0.668496873195735
"4062191",10,25,33,23,0.603764782024283
"406220",15,21,32,19,0.868798979618438
"406222",12,27,30,22,0.726218117041861
"4062251",14,18,37,14,0.679397133945727
"4062261",7,25,34,17,0.201064709427059
"406230",15,22,36,18,0.804913302542768
"4062341",12,21,33,13,0.591378914020115
"4062361",13,23,32,17,0.756071244126502
"4062401",15,18,32,8,0.489885616655001
"406243",11,22,32,22,0.787873163091025
"4062441",20,21,35,13,0.622286916013514
"406247",11,25,31,18,0.619610253563292
"406250",12,21,33,21,0.859491593684639
"406252",8,20,33,14,0.365236708216478
"4062571",12,15,38,10,0.491259984575277
"4062591",7,29,32,19,0.183719125461123
"4062631",11,29,28,15,0.427587379675025
"406265",15,25,32,23,0.91436325379247
"406268",17,22,35,21,0.847214975141362
"406346",14,22,30,19,0.888442962963801
"4063621",8,33,31,27,0.289517533445859
"406423",9,28,30,24,0.47898589364961
"406448",9,26,33,21,0.450006621840481
"406470",9,24,31,15,0.377303563833853
"406475",16,24,34,23,0.910121651334731
"4064771",8,25,31,15,0.25635111583701
"4064791",16,23,31,19,0.876539598121885
"406480",12,20,34,13,0.600540689102392
"406482",10,26,30,17,0.474111183654917
"4064871",7,23,32,19,0.340601260833336
"406492",16,24,36,21,0.872252470142327
"4065041",14,18,35,12,0.634632438656681
"4065161",13,22,30,14,0.708244932801953
"406521",12,18,34,15,0.735691076855309
"406530",11,20,32,16,0.706777838761411
"4065351",17,25,33,22,0.915035721125605
"4065431",15,21,34,17,0.805997385496403
"406546",15,25,34,21,0.867888747927381
"406549",10,21,32,14,0.521402490978327
"406553",11,27,29,18,0.574946027976639
"406558",12,19,34,8,0.349961777821764
"406560",11,23,31,16,0.609598988482182
"406563",15,22,35,19,0.841138179092218
"406567",16,19,36,10,0.549108607751498
"406568",11,21,34,19,0.740887016113613
"406572",13,18,36,16,0.750524721815478
"4065751",10,21,32,10,0.326640141653238
"4065791",8,29,32,20,0.267081365290744
"406580",10,28,31,18,0.414323037929579
"406581",17,21,34,19,0.802697132386932
"4065841",18,20,35,14,0.675172972201993
"4065871",13,17,38,11,0.526458785769262
"4065921",10,18,37,14,0.543517410024533
"406595",19,19,37,16,0.612935086180088
"406597",6,25,33,15,0.113465239584415
"406598",14,22,35,16,0.741313246248835
"4066001",7,26,30,14,0.15536773877054
"406722",10,26,32,23,0.586078298419896
"406734",13,26,29,23,0.842422729622049
"4067641",9,29,31,20,0.360119384582109
"4067711",6,29,29,19,0.150966778579555
"406777",12,23,33,17,0.681230055980926
"4067821",14,23,31,13,0.661023533933573
"406805",14,24,32,23,0.89980711301297
"406808",9,27,31,22,0.453780617747952
"406833",14,25,29,17,0.795317542085638
