"","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps"
"279",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"280",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"281",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"282",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"283",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"284",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"285",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"286",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"287",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"288",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"289",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"290",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"291",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"292",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"293",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"294",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"295",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"296",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"297",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"298",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"299",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"300",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"301",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"302",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"303",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"304",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"305",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"306",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"307",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"308",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"309",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"310",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"311",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"312",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"313",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"314",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"315",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"316",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"317",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"318",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"319",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"320",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"321",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"322",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"323",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"324",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"325",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"326",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"327",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"328",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"329",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"330",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"331",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"332",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"333",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"334",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"335",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"336",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"337",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"338",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"339",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"340",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"341",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
