"","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","X.1","X.y","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final"
"98",98,0.61,0.39,2,1,4,0,0.25,0.5,0.05,100,70,1000,123,1,0.006,0.003,0.002,0.001,99.852,99.876,0.609970468791578,0.609978965615747,0.390524420413713,0.390389990473521,0.504864912168788,0.504840526949713,-0.0263698611782628,-0.0264067021804997,0,0
"99",99,0.62,0.39,2,1,4,0,0.25,0.5,0.05,100,70,1000,124,1,0.005,0.001,0.003,0.002,99.87,99.894,0.620227710621533,0.620226886256407,0.390417887667888,0.39029880232274,0.510714574423856,0.510694838801633,-0.0293753683852101,-0.0294094160265466,0,0
"100",100,0.63,0.39,2,1,4,0,0.25,0.5,0.05,100,70,1000,1,1,0.003,0,0.003,0.002,99.908,99.926,0.630297977374949,0.630299602529849,0.390227411477411,0.390162204780497,0.516468136784386,0.516463285443376,-0.032381849714391,-0.0324028495142123,0,0
"101",101,0.39,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,2,1,0,0,0,0,100,100,0.389931034482759,0.389931034482759,0.390095238095238,0.390095238095238,0.376053628055787,0.376053628055787,0.0413979374061853,0.0413979374061853,0.976,0.976
"102",102,0.4,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,3,1,0,0,0,0,100,100,0.400275862068966,0.400275862068966,0.390095238095238,0.390095238095238,0.382499622355678,0.382499622355678,0.0377014435080828,0.0377014435080828,0.981,0.981
"103",103,0.41,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,4,1,0,0,0,0,100,100,0.40998275862069,0.40998275862069,0.390095238095238,0.390095238095238,0.388470386985027,0.388470386985027,0.0343265709153821,0.0343265709153821,0.975,0.975
"104",104,0.42,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,5,1,0,0,0,0,100,100,0.419896551724138,0.419896551724138,0.390095238095238,0.390095238095238,0.394547960061597,0.394547960061597,0.0308990795576216,0.0308990795576216,0.973,0.973
"105",105,0.43,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,6,1,0,0,0,0,100,100,0.430189655172414,0.430189655172414,0.390095238095238,0.390095238095238,0.400761374214901,0.400761374214901,0.0274454489442547,0.0274454489442547,0.935,0.935
"106",106,0.44,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,7,1,0,0,0,0,100,100,0.439620689655172,0.439620689655172,0.390095238095238,0.390095238095238,0.406450813134809,0.406450813134809,0.0242885331313714,0.0242885331313714,0.921,0.921
"107",107,0.45,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,8,1,0,0,0,0,100,100,0.449706896551724,0.449706896551724,0.390095238095238,0.390095238095238,0.412494800790567,0.412494800790567,0.0209742138779511,0.0209742138779511,0.844,0.844
"108",108,0.46,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,9,1,0,0,0,0,100,100,0.459810344827586,0.459810344827586,0.390095238095238,0.390095238095238,0.418483215292051,0.418483215292051,0.0177357089034785,0.0177357089034785,0.82,0.82
"109",109,0.47,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,10,1,0,0,0,0,100,100,0.469051724137931,0.469051724137931,0.390095238095238,0.390095238095238,0.423934372329571,0.423934372329571,0.014803468718495,0.014803468718495,0.687,0.687
"110",110,0.48,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,12,1,0,0,0,0,100,100,0.478827586206897,0.478827586206897,0.390095238095238,0.390095238095238,0.429661417186466,0.429661417186466,0.0117549118216846,0.0117549118216846,0.645,0.645
"111",111,0.49,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,13,1,0,0,0,0,100,100,0.488827586206897,0.488827586206897,0.390095238095238,0.390095238095238,0.435498382533743,0.435498382533743,0.00866280919926176,0.00866280919926176,0.485,0.485
"112",112,0.5,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,14,1,0,0,0,0,100,100,0.498137931034483,0.498137931034483,0.390095238095238,0.390095238095238,0.440896633883775,0.440896633883775,0.00584240436722238,0.00584240436722238,0.423,0.423
"113",113,0.51,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,15,1,0,0,0,0,100,100,0.511172413793103,0.511172413793103,0.390095238095238,0.390095238095238,0.448304810191319,0.448304810191319,0.00205717056283451,0.00205717056283451,0.265,0.265
"114",114,0.52,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,16,1,0,0,0,0,100,100,0.521172413793103,0.521172413793103,0.390095238095238,0.390095238095238,0.454043756538124,0.454043756538124,-0.00088618878155443,-0.00088618878155443,0.216,0.216
"115",115,0.53,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,17,1,0,0,0,0,100,100,0.530948275862069,0.530948275862069,0.390095238095238,0.390095238095238,0.459638318721318,0.459638318721318,-0.00373958802402274,-0.00373958802402274,0.098,0.098
"116",116,0.54,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,18,1,0,0,0,0,100,100,0.540189655172414,0.540189655172414,0.390095238095238,0.390095238095238,0.464928365089357,0.464928365089357,-0.00643383318704944,-0.00643383318704944,0.085,0.085
"117",117,0.55,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,19,1,0,0,0,0,100,100,0.550293103448276,0.550293103448276,0.390095238095238,0.390095238095238,0.470697802012692,0.470697802012692,-0.00935197840420707,-0.00935197840420707,0.027,0.027
"118",118,0.56,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,20,1,0,0,0,0,100,100,0.560379310344828,0.560379310344828,0.390095238095238,0.390095238095238,0.476456631776312,0.476456631776312,-0.0122544598278794,-0.0122544598278794,0.004,0.004
"119",119,0.57,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,21,1,0,0,0.001,0.001,99.998,100,0.569823049001815,0.569810344827586,0.390100464576074,0.390095238095238,0.481847548243429,0.481840153275401,-0.0149721458876272,-0.0149744801931473,0.003,0.003
"120",120,0.58,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,23,1,0,0,0.001,0.001,99.998,100,0.580116152450091,0.580103448275862,0.390100464576074,0.390095238095238,0.487704561902771,0.487697166934744,-0.0179092075242106,-0.0179115418297307,0.002,0.002
"121",121,0.59,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,24,1,0,0,0.001,0.001,99.998,100,0.590029945553539,0.59001724137931,0.390100464576074,0.390095238095238,0.493362491903847,0.49335509693582,-0.0207485417547715,-0.0207508760602915,0,0
"122",122,0.6,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,25,1,0,0,0.002,0.002,99.992,99.995,0.599764576802508,0.599750615763547,0.390097168597169,0.390111721611722,0.498941509780167,0.498934847303164,-0.0235806905229044,-0.0235706425534798,0,0
"123",123,0.61,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,26,1,0,0,0.002,0.001,99.986,99.992,0.61012789968652,0.610107240082966,0.390084348084348,0.390120054945055,0.504876338256379,0.50487114370567,-0.0265821788270147,-0.0265558481185473,0,0
"124",124,0.62,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,27,1,0,0,0.003,0.002,99.974,99.983,0.620338934169279,0.620313264926241,0.390031440781441,0.390068597168597,0.510708300727638,0.51070765147224,-0.0295600879327185,-0.0295354516702228,0,0
"125",125,0.63,0.39,2,1,4,0,NA,0.5,0.05,100,70,1000,28,1,0,0,0.003,0.002,99.974,99.983,0.630356175548589,0.630348050165201,0.390031440781441,0.390068597168597,0.516467489552212,0.51647886494257,-0.0324693478858663,-0.0324541342106213,0,0
